AccountId,AccountNum,DateOpen,ClientId,ClientName,TotalAmt,CutoffDt
46,40702810207510000382,2020-11-02,46,Клиент 46,1240837.94,2020-11-02
47,40702810000000066086,2020-11-03,47,Клиент 47,857652.53,2020-11-03
47,40702810000000066086,2020-11-03,47,Клиент 47,1505660.90,2020-11-04
48,40702810400000142487,2020-11-04,48,Клиент 48,1111433.28,2020-11-01
48,40702810400000142487,2020-11-04,48,Клиент 48,1355571.20,2020-11-04
49,40702810400000142607,2020-11-01,49,Клиент 49,1699640.00,2020-11-02
49,40702810400000142607,2020-11-01,49,Клиент 49,1240917.37,2020-11-01
50,40702810600000068701,2020-11-02,50,Клиент 50,1505740.33,2020-11-03
50,40702810600000068701,2020-11-02,50,Клиент 50,857728.65,2020-11-02
51,40702810400000142911,2020-11-03,51,Клиент 51,1355674.40,2020-11-03
51,40702810400000142911,2020-11-03,51,Клиент 51,1111509.40,2020-11-04
52,40702810400000142924,2020-11-04,52,Клиент 52,1699743.20,2020-11-01
52,40702810400000142924,2020-11-04,52,Клиент 52,1240996.80,2020-11-04
53,40702810200000084127,2020-11-01,53,Клиент 53,1505819.76,2020-11-02
53,40702810200000084127,2020-11-01,53,Клиент 53,857804.77,2020-11-01
54,40702810200000142360,2020-11-02,54,Клиент 54,1355777.60,2020-11-02
54,40702810200000142360,2020-11-02,54,Клиент 54,1111585.53,2020-11-03
55,40702810200000084473,2020-11-03,55,Клиент 55,1699846.40,2020-11-04
55,40702810200000084473,2020-11-03,55,Клиент 55,1241076.25,2020-11-03
56,40702810600000092489,2020-11-04,56,Клиент 56,857880.89,2020-11-04
56,40702810600000092489,2020-11-04,56,Клиент 56,1505899.19,2020-11-01
57,40802810151030000023,2020-11-01,57,Клиент 57,1355880.80,2020-11-01
57,40802810151030000023,2020-11-01,57,Клиент 57,1111661.63,2020-11-02
58,40701810937030000005,2020-11-02,58,Клиент 58,1241155.67,2020-11-02
58,40701810937030000005,2020-11-02,58,Клиент 58,1699949.60,2020-11-03
59,40702810700000103715,2020-11-03,59,Клиент 59,1505978.62,2020-11-04
59,40702810700000103715,2020-11-03,59,Клиент 59,857957.01,2020-11-03
60,40702810100000023097,2020-11-04,60,Клиент 60,1355984.00,2020-11-04
60,40702810100000023097,2020-11-04,60,Клиент 60,1111737.75,2020-11-01
61,40802810208560000364,2020-11-01,61,Клиент 61,1700052.80,2020-11-02
61,40802810208560000364,2020-11-01,61,Клиент 61,1241235.10,2020-11-01
62,40802810414400004944,2020-11-02,62,Клиент 62,1506058.05,2020-11-03
62,40802810414400004944,2020-11-02,62,Клиент 62,858033.13,2020-11-02
63,40802810110140005756,2020-11-03,63,Клиент 63,1356087.20,2020-11-03
63,40802810110140005756,2020-11-03,63,Клиент 63,1111813.87,2020-11-04
64,40702810400020008996,2020-11-04,64,Клиент 64,1241314.53,2020-11-04
64,40702810400020008996,2020-11-04,64,Клиент 64,1700156.02,2020-11-01
65,40702810013380004410,2020-11-01,65,Клиент 65,858109.26,2020-11-01
65,40702810013380004410,2020-11-01,65,Клиент 65,1506137.48,2020-11-02
66,40702810310380004210,2020-11-02,66,Клиент 66,1356190.40,2020-11-02
66,40702810310380004210,2020-11-02,66,Клиент 66,1111889.99,2020-11-03
67,40702810213380002238,2020-11-03,67,Клиент 67,1241393.96,2020-11-03
67,40702810213380002238,2020-11-03,67,Клиент 67,1700259.20,2020-11-04
68,40702810210060001879,2020-11-04,68,Клиент 68,858185.36,2020-11-04
68,40702810210060001879,2020-11-04,68,Клиент 68,1506216.91,2020-11-01
69,40802810930260005907,2020-11-01,69,Клиент 69,1111966.11,2020-11-02
69,40802810930260005907,2020-11-01,69,Клиент 69,1356293.60,2020-11-01
70,40702810022180000233,2020-11-02,70,Клиент 70,1700362.40,2020-11-03
70,40702810022180000233,2020-11-02,70,Клиент 70,1241473.39,2020-11-02
71,40702810113500009545,2020-11-03,71,Клиент 71,858261.48,2020-11-03
71,40702810113500009545,2020-11-03,71,Клиент 71,1506296.34,2020-11-04
72,40802810900000042657,2020-11-04,72,Клиент 72,1356396.80,2020-11-04
72,40802810900000042657,2020-11-04,72,Клиент 72,1112042.23,2020-11-01
73,40802810600000035168,2020-11-01,73,Клиент 73,1700465.60,2020-11-02
73,40802810600000035168,2020-11-01,73,Клиент 73,1241552.82,2020-11-01
74,40802810900000012881,2020-11-02,74,Клиент 74,1506375.79,2020-11-03
74,40802810900000012881,2020-11-02,74,Клиент 74,858337.60,2020-11-02
75,40702978600000024357,2020-11-03,75,Клиент 75,1112118.35,2020-11-04
75,40702978600000024357,2020-11-03,75,Клиент 75,1356500.02,2020-11-03
76,40702810210680005220,2020-11-04,76,Клиент 76,1241632.25,2020-11-04
76,40702810210680005220,2020-11-04,76,Клиент 76,1700568.80,2020-11-01
77,40702810720510008340,2020-11-01,77,Клиент 77,858413.72,2020-11-01
77,40702810720510008340,2020-11-01,77,Клиент 77,1506455.21,2020-11-02
78,40802810413510004467,2020-11-02,78,Клиент 78,1356603.20,2020-11-02
78,40802810413510004467,2020-11-02,78,Клиент 78,1112194.47,2020-11-03
79,40802810344410008548,2020-11-03,79,Клиент 79,1241711.68,2020-11-03
79,40802810344410008548,2020-11-03,79,Клиент 79,1700672.00,2020-11-04
80,40702810314610005351,2020-11-04,80,Клиент 80,858489.84,2020-11-04
80,40702810314610005351,2020-11-04,80,Клиент 80,1506534.64,2020-11-01
81,40702810910190008641,2020-11-01,81,Клиент 81,1112270.59,2020-11-02
81,40702810910190008641,2020-11-01,81,Клиент 81,1356706.40,2020-11-01
82,40702810725180004633,2020-11-02,82,Клиент 82,1700775.20,2020-11-03
82,40702810725180004633,2020-11-02,82,Клиент 82,1241791.11,2020-11-02
83,40702810922640000145,2020-11-03,83,Клиент 83,1506614.07,2020-11-04
83,40702810922640000145,2020-11-03,83,Клиент 83,858565.96,2020-11-03
84,40702810925360011362,2020-11-04,84,Клиент 84,1356809.60,2020-11-04
84,40702810925360011362,2020-11-04,84,Клиент 84,1112346.72,2020-11-01
85,40702810900000124594,2020-11-01,85,Клиент 85,1241870.56,2020-11-01
85,40702810900000124594,2020-11-01,85,Клиент 85,1700878.40,2020-11-02
86,40702810700000146345,2020-11-02,86,Клиент 86,1506693.50,2020-11-03
86,40702810700000146345,2020-11-02,86,Клиент 86,858642.08,2020-11-02
87,40702810900000061495,2020-11-03,87,Клиент 87,1112422.82,2020-11-04
87,40702810900000061495,2020-11-03,87,Клиент 87,1356912.80,2020-11-03
88,40702810200000093419,2020-11-04,88,Клиент 88,1700981.60,2020-11-01
88,40702810200000093419,2020-11-04,88,Клиент 88,1241949.98,2020-11-04
89,40701810700000007029,2020-11-01,89,Клиент 89,858718.20,2020-11-01
89,40701810700000007029,2020-11-01,89,Клиент 89,1506772.93,2020-11-02
90,40702810000000162809,2020-11-02,90,Клиент 90,1112498.94,2020-11-03
90,40702810000000162809,2020-11-02,90,Клиент 90,1357016.00,2020-11-02
91,40702810600000121444,2020-11-03,91,Клиент 91,1701084.80,2020-11-04
91,40702810600000121444,2020-11-03,91,Клиент 91,1242029.41,2020-11-03
92,40802810723030000082,2020-11-04,92,Клиент 92,1506852.36,2020-11-01
92,40802810723030000082,2020-11-04,92,Клиент 92,858794.32,2020-11-04
93,40802810200000015083,2020-11-01,93,Клиент 93,1112575.06,2020-11-02
93,40802810200000015083,2020-11-01,93,Клиент 93,1357119.20,2020-11-01
94,40703810400510003088,2020-11-02,94,Клиент 94,1701188.02,2020-11-03
94,40703810400510003088,2020-11-02,94,Клиент 94,1242108.84,2020-11-02
95,40702810212680009596,2020-11-03,95,Клиент 95,1506931.79,2020-11-04
95,40702810212680009596,2020-11-03,95,Клиент 95,858870.45,2020-11-03
96,40802810810060000280,2020-11-04,96,Клиент 96,1357222.40,2020-11-04
96,40802810810060000280,2020-11-04,96,Клиент 96,1112651.18,2020-11-01
97,40802810513040005078,2020-11-01,97,Клиент 97,1242188.27,2020-11-01
97,40802810513040005078,2020-11-01,97,Клиент 97,1701291.20,2020-11-02
98,40802810736060009187,2020-11-02,98,Клиент 98,1507011.22,2020-11-03
98,40802810736060009187,2020-11-02,98,Клиент 98,858946.55,2020-11-02
99,40802810810590000257,2020-11-03,99,Клиент 99,1112727.30,2020-11-04
99,40802810810590000257,2020-11-03,99,Клиент 99,1357325.60,2020-11-03
100,40802810537000000088,2020-11-04,100,Клиент 100,1701394.40,2020-11-01
100,40802810537000000088,2020-11-04,100,Клиент 100,1242267.70,2020-11-04
101,40802810700000100430,2020-11-01,101,Клиент 101,859022.67,2020-11-01
101,40802810700000100430,2020-11-01,101,Клиент 101,1507090.65,2020-11-02
102,40702810813260000022,2020-11-02,102,Клиент 102,1112803.42,2020-11-03
102,40702810813260000022,2020-11-02,102,Клиент 102,1357428.80,2020-11-02
103,40802810103030000055,2020-11-03,103,Клиент 103,1242347.13,2020-11-03
103,40802810103030000055,2020-11-03,103,Клиент 103,1701497.60,2020-11-04
104,40802810115550000044,2020-11-04,104,Клиент 104,1507170.10,2020-11-01
104,40802810115550000044,2020-11-04,104,Клиент 104,859098.79,2020-11-04
105,40702810125050005888,2020-11-01,105,Клиент 105,1112879.54,2020-11-02
105,40702810125050005888,2020-11-01,105,Клиент 105,1357532.02,2020-11-01
106,40702810230400008596,2020-11-02,106,Клиент 106,1701600.80,2020-11-03
106,40702810230400008596,2020-11-02,106,Клиент 106,1242426.56,2020-11-02
107,40702810310710009794,2020-11-03,107,Клиент 107,1507249.52,2020-11-04
107,40702810310710009794,2020-11-03,107,Клиент 107,859174.91,2020-11-03
108,40821810324411009974,2020-11-04,108,Клиент 108,1112955.66,2020-11-01
108,40821810324411009974,2020-11-04,108,Клиент 108,1357635.20,2020-11-04
109,40702810131110009955,2020-11-01,109,Клиент 109,1701704.00,2020-11-02
109,40702810131110009955,2020-11-01,109,Клиент 109,1242505.99,2020-11-01
110,40702810724460000040,2020-11-02,110,Клиент 110,859251.03,2020-11-02
110,40702810724460000040,2020-11-02,110,Клиент 110,1507328.95,2020-11-03
111,40702810024100000122,2020-11-03,111,Клиент 111,1113031.78,2020-11-04
111,40702810024100000122,2020-11-03,111,Клиент 111,1357738.40,2020-11-03
112,40702810300000110535,2020-11-04,112,Клиент 112,1701807.20,2020-11-01
112,40702810300000110535,2020-11-04,112,Клиент 112,1242585.42,2020-11-04
113,40702810100000040601,2020-11-01,113,Клиент 113,1507408.38,2020-11-02
113,40702810100000040601,2020-11-01,113,Клиент 113,859327.15,2020-11-01
114,40702810726260006236,2020-11-02,114,Клиент 114,1113107.91,2020-11-03
114,40702810726260006236,2020-11-02,114,Клиент 114,1357841.60,2020-11-02
115,40802810100000018724,2020-11-03,115,Клиент 115,1242664.87,2020-11-03
115,40802810100000018724,2020-11-03,115,Клиент 115,1701910.40,2020-11-04
116,40802810100000019105,2020-11-04,116,Клиент 116,859403.27,2020-11-04
116,40802810100000019105,2020-11-04,116,Клиент 116,1507487.81,2020-11-01
117,40802810500000024855,2020-11-01,117,Клиент 117,1357944.80,2020-11-01
117,40802810500000024855,2020-11-01,117,Клиент 117,1113184.01,2020-11-02
118,40802810410380009714,2020-11-02,118,Клиент 118,1702013.60,2020-11-03
118,40802810410380009714,2020-11-02,118,Клиент 118,1242744.29,2020-11-02
119,40702810229260001563,2020-11-03,119,Клиент 119,859479.39,2020-11-03
119,40702810229260001563,2020-11-03,119,Клиент 119,1507567.24,2020-11-04
120,40702810900000039061,2020-11-04,120,Клиент 120,1358048.00,2020-11-04
120,40702810900000039061,2020-11-04,120,Клиент 120,1113260.13,2020-11-01
121,40802810904010000009,2020-11-01,121,Клиент 121,1702116.80,2020-11-02
121,40802810904010000009,2020-11-01,121,Клиент 121,1242823.72,2020-11-01
122,40702810516450000243,2020-11-02,122,Клиент 122,859555.51,2020-11-02
122,40702810516450000243,2020-11-02,122,Клиент 122,1507646.67,2020-11-03
123,40702810500000117231,2020-11-03,123,Клиент 123,1113336.25,2020-11-04
123,40702810500000117231,2020-11-03,123,Клиент 123,1358151.20,2020-11-03
124,40702810320240000334,2020-11-04,124,Клиент 124,1242903.15,2020-11-04
124,40702810320240000334,2020-11-04,124,Клиент 124,1702220.02,2020-11-01
125,40701978926260000001,2020-11-01,125,Клиент 125,1507726.10,2020-11-02
125,40701978926260000001,2020-11-01,125,Клиент 125,859631.64,2020-11-01
126,40702810518620001565,2020-11-02,126,Клиент 126,1113412.37,2020-11-03
126,40702810518620001565,2020-11-02,126,Клиент 126,1358254.40,2020-11-02
127,40702810600000007296,2020-11-03,127,Клиент 127,1702323.20,2020-11-04
127,40702810600000007296,2020-11-03,127,Клиент 127,1242982.58,2020-11-03
128,40802810328050000014,2020-11-04,128,Клиент 128,1507805.53,2020-11-01
128,40802810328050000014,2020-11-04,128,Клиент 128,859707.74,2020-11-04
129,40702810210160000075,2020-11-01,129,Клиент 129,1358357.60,2020-11-01
129,40702810210160000075,2020-11-01,129,Клиент 129,1113488.49,2020-11-02
130,40702810910180000015,2020-11-02,130,Клиент 130,1702426.40,2020-11-03
130,40702810910180000015,2020-11-02,130,Клиент 130,1243062.01,2020-11-02
131,40702810207030000051,2020-11-03,131,Клиент 131,859783.86,2020-11-03
131,40702810207030000051,2020-11-03,131,Клиент 131,1507884.96,2020-11-04
132,40702810700000099117,2020-11-04,132,Клиент 132,1358460.80,2020-11-04
132,40702810700000099117,2020-11-04,132,Клиент 132,1113564.61,2020-11-01
133,40702810100000071777,2020-11-01,133,Клиент 133,1243141.44,2020-11-01
133,40702810100000071777,2020-11-01,133,Клиент 133,1702529.60,2020-11-02
134,40702810300000095883,2020-11-02,134,Клиент 134,1507964.41,2020-11-03
134,40702810300000095883,2020-11-02,134,Клиент 134,859859.98,2020-11-02
135,40702810300000056673,2020-11-03,135,Клиент 135,1113640.73,2020-11-04
135,40702810300000056673,2020-11-03,135,Клиент 135,1358564.02,2020-11-03
136,40702810613260009304,2020-11-04,136,Клиент 136,1243220.87,2020-11-04
136,40702810613260009304,2020-11-04,136,Клиент 136,1702632.80,2020-11-01
137,40702810700000097122,2020-11-01,137,Клиент 137,1508043.83,2020-11-02
137,40702810700000097122,2020-11-01,137,Клиент 137,859936.10,2020-11-01
138,40702810000000014847,2020-11-02,138,Клиент 138,1358667.20,2020-11-02
138,40702810000000014847,2020-11-02,138,Клиент 138,1113716.85,2020-11-03
139,40702810500000122873,2020-11-03,139,Клиент 139,1243300.30,2020-11-03
139,40702810500000122873,2020-11-03,139,Клиент 139,1702736.00,2020-11-04
140,40702810300000095197,2020-11-04,140,Клиент 140,1508123.26,2020-11-01
140,40702810300000095197,2020-11-04,140,Клиент 140,860012.22,2020-11-04
141,40702810700000098079,2020-11-01,141,Клиент 141,1113792.97,2020-11-02
141,40702810700000098079,2020-11-01,141,Клиент 141,1358770.40,2020-11-01
142,40702810700000079179,2020-11-02,142,Клиент 142,1243379.73,2020-11-02
142,40702810700000079179,2020-11-02,142,Клиент 142,1702839.20,2020-11-03
143,40702810700000079234,2020-11-03,143,Клиент 143,860088.34,2020-11-03
143,40702810700000079234,2020-11-03,143,Клиент 143,1508202.69,2020-11-04
144,40702810700000079506,2020-11-04,144,Клиент 144,1358873.60,2020-11-04
144,40702810700000079506,2020-11-04,144,Клиент 144,1113869.10,2020-11-01
145,40702810900000032327,2020-11-01,145,Клиент 145,1243459.18,2020-11-01
145,40702810900000032327,2020-11-01,145,Клиент 145,1702942.40,2020-11-02
146,40702810700000141405,2020-11-02,146,Клиент 146,860164.46,2020-11-02
146,40702810700000141405,2020-11-02,146,Клиент 146,1508282.12,2020-11-03
147,40702810900000069439,2020-11-03,147,Клиент 147,1113945.20,2020-11-04
147,40702810900000069439,2020-11-03,147,Клиент 147,1358976.80,2020-11-03
148,40702810900000085905,2020-11-04,148,Клиент 148,1703045.60,2020-11-01
148,40702810900000085905,2020-11-04,148,Клиент 148,1243538.60,2020-11-04
149,40702810900000085918,2020-11-01,149,Клиент 149,860240.58,2020-11-01
149,40702810900000085918,2020-11-01,149,Клиент 149,1508361.55,2020-11-02
150,40702810900000069730,2020-11-02,150,Клиент 150,1359080.00,2020-11-02
150,40702810900000069730,2020-11-02,150,Клиент 150,1114021.32,2020-11-03
151,40702810800000007863,2020-11-03,151,Клиент 151,1243618.03,2020-11-03
151,40702810800000007863,2020-11-03,151,Клиент 151,1703148.80,2020-11-04
152,40702810212180002850,2020-11-04,152,Клиент 152,860316.70,2020-11-04
152,40702810212180002850,2020-11-04,152,Клиент 152,1508440.98,2020-11-01
153,40702810213520002707,2020-11-01,153,Клиент 153,1359183.20,2020-11-01
153,40702810213520002707,2020-11-01,153,Клиент 153,1114097.44,2020-11-02
154,40802810412100000003,2020-11-02,154,Клиент 154,1703252.02,2020-11-03
154,40802810412100000003,2020-11-02,154,Клиент 154,1243697.46,2020-11-02
155,40702810525000000006,2020-11-03,155,Клиент 155,860392.83,2020-11-03
155,40702810525000000006,2020-11-03,155,Клиент 155,1508520.41,2020-11-04
156,40703810334180008906,2020-11-04,156,Клиент 156,1359286.40,2020-11-04
156,40703810334180008906,2020-11-04,156,Клиент 156,1114173.56,2020-11-01
157,40802810613620008936,2020-11-01,157,Клиент 157,1243776.89,2020-11-01
157,40802810613620008936,2020-11-01,157,Клиент 157,1703355.20,2020-11-02
158,40802810910570009131,2020-11-02,158,Клиент 158,1508599.84,2020-11-03
158,40802810910570009131,2020-11-02,158,Клиент 158,860468.93,2020-11-02
159,40802810124210000063,2020-11-03,159,Клиент 159,1114249.68,2020-11-04
159,40802810124210000063,2020-11-03,159,Клиент 159,1359389.60,2020-11-03
160,40703810700000004677,2020-11-04,160,Клиент 160,1703458.40,2020-11-01
160,40703810700000004677,2020-11-04,160,Клиент 160,1243856.32,2020-11-04
161,40802810407030075634,2020-11-01,161,Клиент 161,1508679.27,2020-11-02
161,40802810407030075634,2020-11-01,161,Клиент 161,860545.05,2020-11-01
162,40802810500000050528,2020-11-02,162,Клиент 162,1114325.80,2020-11-03
162,40802810500000050528,2020-11-02,162,Клиент 162,1359492.80,2020-11-02
163,40802810500000050900,2020-11-03,163,Клиент 163,1703561.60,2020-11-04
163,40802810500000050900,2020-11-03,163,Клиент 163,1243935.75,2020-11-03
164,40702978100000009351,2020-11-04,164,Клиент 164,1508758.72,2020-11-01
164,40702978100000009351,2020-11-04,164,Клиент 164,860621.17,2020-11-04
165,40802810941560000155,2020-11-01,165,Клиент 165,1359596.02,2020-11-01
165,40802810941560000155,2020-11-01,165,Клиент 165,1114401.92,2020-11-02
166,40802810312180000092,2020-11-02,166,Клиент 166,1244015.18,2020-11-02
166,40802810312180000092,2020-11-02,166,Клиент 166,1703664.80,2020-11-03
167,40702810910440000480,2020-11-03,167,Клиент 167,860697.29,2020-11-03
167,40702810910440000480,2020-11-03,167,Клиент 167,1508838.14,2020-11-04
168,40702840410440000044,2020-11-04,168,Клиент 168,1359699.20,2020-11-04
168,40702840410440000044,2020-11-04,168,Клиент 168,1114478.04,2020-11-01
169,40702810429430000252,2020-11-01,169,Клиент 169,1703768.00,2020-11-02
169,40702810429430000252,2020-11-01,169,Клиент 169,1244094.61,2020-11-01
170,40802810811090000081,2020-11-02,170,Клиент 170,1508917.57,2020-11-03
170,40802810811090000081,2020-11-02,170,Клиент 170,860773.41,2020-11-02
171,40802810018420000276,2020-11-03,171,Клиент 171,1114554.16,2020-11-04
171,40802810018420000276,2020-11-03,171,Клиент 171,1359802.40,2020-11-03
172,40703810214450000007,2020-11-04,172,Клиент 172,1244174.04,2020-11-04
172,40703810214450000007,2020-11-04,172,Клиент 172,1703871.20,2020-11-01
173,40702810211190000063,2020-11-01,173,Клиент 173,1508997.00,2020-11-02
173,40702810211190000063,2020-11-01,173,Клиент 173,860849.53,2020-11-01
174,40802810608030000042,2020-11-02,174,Клиент 174,1114630.29,2020-11-03
174,40802810608030000042,2020-11-02,174,Клиент 174,1359905.60,2020-11-02
175,40802810108560001573,2020-11-03,175,Клиент 175,1703974.40,2020-11-04
175,40802810108560001573,2020-11-03,175,Клиент 175,1244253.49,2020-11-03
176,40702810939560003332,2020-11-04,176,Клиент 176,860925.65,2020-11-04
176,40702810939560003332,2020-11-04,176,Клиент 176,1509076.43,2020-11-01
177,40702840300000020187,2020-11-01,177,Клиент 177,1114706.39,2020-11-02
177,40702840300000020187,2020-11-01,177,Клиент 177,1360008.80,2020-11-01
178,40702810420000000020,2020-11-02,178,Клиент 178,1704077.60,2020-11-03
178,40702810420000000020,2020-11-02,178,Клиент 178,1244332.91,2020-11-02
179,40802810710520002728,2020-11-03,179,Клиент 179,861001.77,2020-11-03
179,40802810710520002728,2020-11-03,179,Клиент 179,1509155.86,2020-11-04
